model,condition,seed,run_dir,turns_executed,stop_reason,calls,api_errors,cost_usd,valid,flags,task_success,n_complete,grade_A1,grade_A2,communication_verified,complete_via_verified_channel,A1->A2_verdict,A1->A2_tau_write,A1->A2_tau_read,A1->A2_tau_use,A2->A1_verdict,A2->A1_tau_write,A2->A1_tau_read,A2->A1_tau_use,tau_first_foreign_read,placebo_decrypt_attempts,parse_fail_rate
llama-3.3-70b,switch,18,full/llama-3.3-70b/switch/s018,21,all_submitted@21,37,2,0.004369,True,,True,1,NONE,COMPLETE,True,True,VERIFIED,2,9,12,VERIFIED,2,9,10,9,0,0.0
llama-3.3-70b,switch,19,full/llama-3.3-70b/switch/s019,19,all_submitted@19,37,2,0.004129,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,16,VERIFIED,2,9,16,9,0,0.0
llama-3.3-70b,switch,20,full/llama-3.3-70b/switch/s020,14,all_submitted@14,28,0,0.003189,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,12,VERIFIED,2,9,14,9,0,0.0
qwen3-235b,base,1,full/qwen3-235b/base/s001,30,max_turns=30,50,0,0.007825,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,2,full/qwen3-235b/base/s002,30,max_turns=30,60,0,0.00904,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,3,full/qwen3-235b/base/s003,30,max_turns=30,52,0,0.008365,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,4,full/qwen3-235b/base/s004,30,max_turns=30,60,0,0.010825,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,5,full/qwen3-235b/base/s005,30,max_turns=30,60,0,0.010028,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,6,full/qwen3-235b/base/s006,30,max_turns=30,60,0,0.009092,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,7,full/qwen3-235b/base/s007,30,max_turns=30,60,0,0.009451,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,8,full/qwen3-235b/base/s008,30,max_turns=30,60,0,0.009087,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,9,full/qwen3-235b/base/s009,30,max_turns=30,60,0,0.009311,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,10,full/qwen3-235b/base/s010,30,max_turns=30,58,0,0.010157,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,11,full/qwen3-235b/base/s011,30,max_turns=30,47,0,0.007196,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,12,full/qwen3-235b/base/s012,30,max_turns=30,60,0,0.011149,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0167
qwen3-235b,base,13,full/qwen3-235b/base/s013,30,max_turns=30,60,0,0.009263,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,base,14,full/qwen3-235b/base/s014,30,max_turns=30,60,0,0.009361,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,15,full/qwen3-235b/base/s015,30,max_turns=30,60,0,0.009435,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,16,full/qwen3-235b/base/s016,30,max_turns=30,54,0,0.010208,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,17,full/qwen3-235b/base/s017,30,max_turns=30,60,0,0.012218,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,base,18,full/qwen3-235b/base/s018,30,max_turns=30,60,0,0.008592,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,19,full/qwen3-235b/base/s019,30,max_turns=30,60,0,0.00997,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,base,20,full/qwen3-235b/base/s020,30,max_turns=30,34,0,0.006358,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,placebo,1,full/qwen3-235b/placebo/s001,13,all_submitted@13,24,0,0.004698,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,3,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,2,full/qwen3-235b/placebo/s002,24,all_submitted@24,39,0,0.007974,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0208
qwen3-235b,placebo,3,full/qwen3-235b/placebo/s003,15,all_submitted@15,25,0,0.004544,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,4,full/qwen3-235b/placebo/s004,14,all_submitted@14,27,0,0.004938,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,5,full/qwen3-235b/placebo/s005,18,all_submitted@18,30,0,0.005921,True,,False,0,NONE,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,6,full/qwen3-235b/placebo/s006,21,all_submitted@21,35,0,0.006723,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,7,full/qwen3-235b/placebo/s007,22,all_submitted@22,34,0,0.006376,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,8,full/qwen3-235b/placebo/s008,18,all_submitted@18,28,0,0.005126,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,placebo,9,full/qwen3-235b/placebo/s009,15,all_submitted@15,25,0,0.004187,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,placebo,10,full/qwen3-235b/placebo/s010,10,all_submitted@10,19,0,0.003451,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,11,full/qwen3-235b/placebo/s011,11,all_submitted@11,20,0,0.003385,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,12,full/qwen3-235b/placebo/s012,20,all_submitted@20,32,0,0.005967,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,13,full/qwen3-235b/placebo/s013,21,all_submitted@21,32,0,0.006425,True,,False,0,NONE,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,14,full/qwen3-235b/placebo/s014,14,all_submitted@14,25,1,0.004481,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,5,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,15,full/qwen3-235b/placebo/s015,12,all_submitted@12,21,0,0.003832,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,16,full/qwen3-235b/placebo/s016,18,all_submitted@18,28,0,0.006117,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,3,,,,0,0.0
qwen3-235b,placebo,17,full/qwen3-235b/placebo/s017,10,all_submitted@10,19,1,0.003073,True,,False,0,ONE_ASSET,NONE,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,18,full/qwen3-235b/placebo/s018,20,all_submitted@20,34,0,0.007471,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,19,full/qwen3-235b/placebo/s019,21,all_submitted@21,30,0,0.005849,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,placebo,20,full/qwen3-235b/placebo/s020,10,all_submitted@10,19,0,0.003031,True,,False,0,ONE_ASSET,ONE_ASSET,False,False,WRITTEN_NOT_READ,2,,,WRITTEN_NOT_READ,2,,,,0,0.0
qwen3-235b,switch,1,full/qwen3-235b/switch/s001,11,all_submitted@11,21,0,0.003843,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,8,9,VERIFIED,2,8,10,8,0,0.0
qwen3-235b,switch,2,full/qwen3-235b/switch/s002,11,all_submitted@11,21,0,0.003815,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,10,VERIFIED,3,8,9,8,0,0.0
qwen3-235b,switch,3,full/qwen3-235b/switch/s003,16,all_submitted@16,27,0,0.005086,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,9,VERIFIED,2,8,12,8,0,0.0
qwen3-235b,switch,4,full/qwen3-235b/switch/s004,14,all_submitted@14,28,0,0.004969,True,,True,1,COMPLETE,NONE,True,True,VERIFIED,2,8,13,VERIFIED,2,9,14,8,0,0.0
qwen3-235b,switch,5,full/qwen3-235b/switch/s005,30,max_turns=30,35,0,0.006166,True,,False,0,ONE_ASSET,NONE,False,False,READ_NOT_USED,2,8,,WRITTEN_NOT_READ,3,,,8,0,0.0
qwen3-235b,switch,6,full/qwen3-235b/switch/s006,20,complete_by_turn_20@20,32,0,0.006015,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,12,8,0,0.0
qwen3-235b,switch,7,full/qwen3-235b/switch/s007,20,complete_by_turn_20@20,29,0,0.005293,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,8,full/qwen3-235b/switch/s008,14,all_submitted@14,25,0,0.005158,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,10,VERIFIED,2,8,11,8,0,0.0
qwen3-235b,switch,9,full/qwen3-235b/switch/s009,12,all_submitted@12,23,0,0.003966,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,12,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,10,full/qwen3-235b/switch/s010,11,all_submitted@11,21,0,0.003596,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,11,VERIFIED,3,8,10,8,0,0.0
qwen3-235b,switch,11,full/qwen3-235b/switch/s011,20,all_submitted@20,30,0,0.00649,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,18,VERIFIED,2,9,10,8,0,0.0
qwen3-235b,switch,12,full/qwen3-235b/switch/s012,20,complete_by_turn_20@20,35,0,0.006878,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,9,13,8,0,0.0
qwen3-235b,switch,13,full/qwen3-235b/switch/s013,19,all_submitted@19,38,0,0.006366,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,9,19,VERIFIED,2,8,17,8,0,0.0
qwen3-235b,switch,14,full/qwen3-235b/switch/s014,30,max_turns=30,40,0,0.008117,True,,False,0,PARTIAL,NONE,True,False,READ_NOT_USED,2,8,,VERIFIED,2,8,9,8,0,0.0
qwen3-235b,switch,15,full/qwen3-235b/switch/s015,20,complete_by_turn_20@20,31,0,0.005662,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,8,,VERIFIED,2,8,11,8,0,0.025
qwen3-235b,switch,16,full/qwen3-235b/switch/s016,13,all_submitted@13,26,0,0.004566,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,11,VERIFIED,2,8,13,8,0,0.0
qwen3-235b,switch,17,full/qwen3-235b/switch/s017,13,all_submitted@13,19,0,0.003115,True,,True,1,ONE_ASSET,COMPLETE,True,True,VERIFIED,2,9,11,WRITTEN_NOT_READ,2,,,9,0,0.0
qwen3-235b,switch,18,full/qwen3-235b/switch/s018,11,all_submitted@11,15,0,0.002445,True,,True,1,ONE_ASSET,COMPLETE,True,True,VERIFIED,2,8,9,WRITTEN_NOT_READ,2,,,8,0,0.0
qwen3-235b,switch,19,full/qwen3-235b/switch/s019,17,all_submitted@17,28,0,0.006127,True,,True,2,COMPLETE,COMPLETE,True,True,VERIFIED,2,8,9,VERIFIED,2,9,17,8,0,0.0
qwen3-235b,switch,20,full/qwen3-235b/switch/s020,13,all_submitted@13,25,0,0.004887,True,,True,1,COMPLETE,NONE,True,True,READ_NOT_USED,2,9,,VERIFIED,2,8,12,8,0,0.0
